des_chr,des_num,des,name,date_start,date_end,cum_ip
2021SU1,,2021SU1,,2058-09-20,2058-09-20,1.09e-07
2021SU1,,2021SU1,,2061-09-20,2061-09-20,3.91e-07
2021SU1,,2021SU1,,2062-09-20,2062-09-20,5.88e-09
2021SU1,,2021SU1,,2064-09-20,2064-09-20,2.73e-08
2021SU1,,2021SU1,,2065-09-20,2065-09-20,4.2e-09
2021SU1,,2021SU1,,2063-09-20,2063-09-20,7.05e-09
2021SU1,,2021SU1,,2077-09-20,2077-09-20,4.55e-07
2021SU1,,2021SU1,,2080-09-19,2080-09-20,4.033e-07
2021SU1,,2021SU1,,2082-09-21,2082-09-21,1.79e-07
2021SU1,,2021SU1,,2083-09-20,2083-09-20,2e-07
2021SU1,,2021SU1,,2086-09-21,2086-09-21,1.6037e-06
2021SU1,,2021SU1,,2087-09-21,2087-09-21,1.35e-06
2021SU1,,2021SU1,,2090-09-20,2090-09-21,1.6169000000000001e-06
2021SU1,,2021SU1,,2074-09-21,2074-09-21,4.08e-07
2021TG10,,2021TG10,,2058-10-06,2058-10-06,1.53e-07
2021TG10,,2021TG10,,2083-10-05,2083-10-05,2.43e-06
2021TG14,,2021TG14,,2118-10-19,2118-10-19,3.86e-09
2021TG14,,2021TG14,,2120-10-18,2120-10-18,8.68e-10
2021TG14,,2021TG14,,2120-04-14,2120-04-14,2.57e-08
2021TG14,,2021TG14,,2115-04-15,2115-04-15,7.159999999999999e-09
2021TG14,,2021TG14,,2110-04-16,2110-04-16,5.6e-08
2021TG14,,2021TG14,,2114-04-16,2114-04-16,1.16e-08
2021TG14,,2021TG14,,2113-10-19,2113-10-19,4.04e-08
2021TG14,,2021TG14,,2103-04-15,2103-04-15,1.062e-07
2021TG14,,2021TG14,,2102-04-15,2102-04-15,2.04e-08
2021TG14,,2021TG14,,2114-10-19,2114-10-19,1.9866e-07
2021TH13,,2021TH13,,2096-10-17,2096-10-17,4.23e-07
2021TH13,,2021TH13,,2114-10-18,2114-10-18,1.3e-06
2021TH13,,2021TH13,,2119-10-19,2119-10-19,8.79e-10
2021TJ15,,2021TJ15,,2056-10-17,2056-10-17,2.31e-06
2021TJ15,,2021TJ15,,2075-10-17,2075-10-17,5.89e-09
2021TJ15,,2021TJ15,,2076-10-17,2076-10-17,3.48e-09
2021TK11,,2021TK11,,2064-10-12,2064-10-12,1.43e-08
2021TK11,,2021TK11,,2067-10-13,2067-10-13,3.36e-08
2021TK11,,2021TK11,,2111-10-14,2111-10-14,5.18e-09
2021TK208,,2021TK208,,2099-03-29,2099-03-29,6.45e-10
2021TK208,,2021TK208,,2065-10-11,2065-10-12,9.65e-10
2021TK208,,2021TK208,,2080-10-12,2080-10-12,2.468e-08
2021TK208,,2021TK208,,2030-10-11,2030-10-11,5.09e-09
2021TK208,,2021TK208,,2097-10-11,2097-10-11,2.45e-09
2021TN14,,2021TN14,,2089-10-13,2089-10-13,3.4e-10
2021TN14,,2021TN14,,2099-10-14,2099-10-14,1.22e-10
2021TN14,,2021TN14,,2109-10-14,2109-10-14,1.35e-08
2021TN14,,2021TN14,,2118-10-14,2118-10-14,8.77e-09
2021TN14,,2021TN14,,2120-10-14,2120-10-14,4.61e-08
2021TN14,,2021TN14,,2121-10-14,2121-10-14,3.55e-09
2021TS10,,2021TS10,,2120-04-10,2120-04-10,2.05e-11
2021TT1,,2021TT1,,2048-10-09,2048-10-09,3.67e-05
2021TV1,,2021TV1,,2072-10-03,2072-10-03,1.75e-06
2021TV10,,2021TV10,,2071-10-15,2071-10-15,1.62e-08
2021TV10,,2021TV10,,2076-10-14,2076-10-14,7.62e-07
2021TV10,,2021TV10,,2078-10-15,2078-10-15,2.6770413000000003e-06
2021TV10,,2021TV10,,2068-10-14,2068-10-14,5.65e-08
2021TW2,,2021TW2,,2118-10-09,2118-10-09,4.29e-10
2021TW2,,2021TW2,,2121-10-10,2121-10-10,6.2e-08
2021TW2,,2021TW2,,2111-10-11,2111-10-11,2.28e-08
2021TW2,,2021TW2,,2102-10-10,2102-10-10,5.629e-05
2021TW2,,2021TW2,,2099-10-09,2099-10-09,4.75e-08
2021TW2,,2021TW2,,2115-10-11,2115-10-11,7.31e-08
2021TX2,,2021TX2,,2115-10-18,2115-10-18,2.15e-07
2021UA1,,2021UA1,,2111-10-31,2111-10-31,9.66e-09
2021UA1,,2021UA1,,2112-03-28,2112-03-30,1.0708419999999999e-06
2021UA1,,2021UA1,,2112-10-24,2112-10-25,8.921e-09
2021UA1,,2021UA1,,2112-11-02,2112-11-02,3.02e-10
2021UA1,,2021UA1,,2113-10-24,2113-10-24,1.32e-09
2021UA1,,2021UA1,,2114-03-28,2114-03-28,1.41e-08
2021UA1,,2021UA1,,2115-03-28,2115-03-29,7.649e-07
2021UA1,,2021UA1,,2115-10-23,2115-10-27,1.6865999999999999e-06
2021UA1,,2021UA1,,2116-10-24,2116-10-24,7.77e-11
2021UA1,,2021UA1,,2117-03-28,2117-03-28,3.8e-10
2021UA1,,2021UA1,,2119-10-20,2119-10-26,6.8258e-08
2021UA1,,2021UA1,,2120-03-28,2120-03-28,9.38e-10
2021UA1,,2021UA1,,2122-03-28,2122-03-28,2.03e-07
2021UA1,,2021UA1,,2110-03-28,2110-03-28,1.88e-09
2021UA1,,2021UA1,,2114-10-23,2114-10-25,7.8199e-08
2021UA1,,2021UA1,,2108-03-27,2108-03-27,4.4e-09
2021UA1,,2021UA1,,2094-03-28,2094-03-28,1.54e-10
2021UA1,,2021UA1,,2104-10-22,2104-10-22,5.1e-09
2021UA1,,2021UA1,,2071-03-27,2071-03-27,3.58e-07
2021UA1,,2021UA1,,2076-10-24,2076-10-24,2.27e-11
2021UA1,,2021UA1,,2079-03-27,2079-03-27,1.1e-09
2021UA1,,2021UA1,,2079-10-19,2079-10-19,2.48e-10
2021UA1,,2021UA1,,2106-03-24,2106-03-28,1.48807e-08
2021UA1,,2021UA1,,2081-03-26,2081-03-26,5.71e-10
2021UA1,,2021UA1,,2084-10-29,2084-10-29,1.08e-10
2021UA1,,2021UA1,,2087-10-26,2087-10-26,2.77e-11
2021UA1,,2021UA1,,2080-03-26,2080-03-26,1.404e-07
2021UA1,,2021UA1,,2088-10-22,2088-10-22,4.36e-10
2021UA1,,2021UA1,,2091-03-27,2091-03-27,4.05e-11
2021UA1,,2021UA1,,2095-10-30,2095-10-30,1.22e-11
2021UA1,,2021UA1,,2096-03-26,2096-03-26,1.88e-11
2021UA1,,2021UA1,,2098-10-27,2098-10-27,3.08e-10
2021UA1,,2021UA1,,2099-03-26,2099-03-26,1.47e-10
2021UA1,,2021UA1,,2101-10-22,2101-10-22,6.1e-11
2021UA1,,2021UA1,,2088-03-26,2088-03-26,4.01e-10
2021UA7,,2021UA7,,2046-10-26,2046-10-26,2.52e-06
2021UG2,,2021UG2,,2075-10-26,2075-10-26,2.46e-07
2021UG2,,2021UG2,,2103-10-27,2103-10-27,5.66e-07
2021UG2,,2021UG2,,2112-10-26,2112-10-26,5.86e-07
2021UG2,,2021UG2,,2119-10-27,2119-10-27,2.04e-07
2021UJ6,,2021UJ6,,2101-11-02,2101-11-02,7.66e-08
2021UJ6,,2021UJ6,,2062-06-05,2062-06-05,2.01e-08
2021UJ6,,2021UJ6,,2110-11-02,2110-11-02,2.81e-08
2021UJ6,,2021UJ6,,2060-06-05,2060-06-05,1.18e-08
2021UJ6,,2021UJ6,,2058-06-05,2058-06-05,1.0179999999999999e-05
2021UJ6,,2021UJ6,,2061-06-05,2061-06-05,7.04e-08
2021UJ6,,2021UJ6,,2055-06-06,2055-06-06,0.00024
2021UK2,,2021UK2,,2088-10-19,2088-10-19,8.06e-08
2021UK2,,2021UK2,,2069-10-19,2069-10-19,1.09e-07
2021UK2,,2021UK2,,2121-10-21,2121-10-21,4.67e-08
2021UK2,,2021UK2,,2120-10-21,2120-10-21,2.85e-08
2021UK2,,2021UK2,,2118-10-21,2118-10-22,2.3559999999999997e-07
2021UK2,,2021UK2,,2117-10-21,2117-10-21,3.02e-09
2021UK2,,2021UK2,,2119-10-20,2119-10-20,2.347e-08
2021UK2,,2021UK2,,2112-10-20,2112-10-20,6.39e-09
2021UK2,,2021UK2,,2108-10-20,2108-10-21,6.68e-08
2021UK2,,2021UK2,,2106-10-20,2106-10-20,3.24e-08
2021UK2,,2021UK2,,2104-10-21,2104-10-21,1.11e-07
2021UK2,,2021UK2,,2095-10-20,2095-10-20,5.91e-08
2021UK2,,2021UK2,,2091-10-19,2091-10-19,1.87e-09
2021UK2,,2021UK2,,2113-10-20,2113-10-20,1.033e-07
2021UK20,,2021UK20,,2110-10-18,2110-10-18,3.59e-06
2021UK20,,2021UK20,,2105-10-20,2105-10-21,1.6823320000000002e-06
2021UK20,,2021UK20,,2106-10-15,2106-10-18,1.347e-06
2021UK20,,2021UK20,,2108-10-21,2108-10-21,1.02e-08
2021UK20,,2021UK20,,2109-10-23,2109-10-23,4.28e-08
2021UK20,,2021UK20,,2111-10-22,2111-10-22,4.75e-08
2021UK20,,2021UK20,,2120-10-18,2120-10-18,2.37e-06
2021UK20,,2021UK20,,2114-10-18,2114-10-23,4.465e-06
2021UK20,,2021UK20,,2116-10-18,2116-10-18,6.31e-10
2021UK20,,2021UK20,,2117-10-19,2117-10-19,6.77e-07
2021UK20,,2021UK20,,2118-10-18,2118-10-18,3.6999999999999997e-06
2021UK20,,2021UK20,,2119-10-21,2119-10-21,1.091e-06
2021UK20,,2021UK20,,2121-10-15,2121-10-16,8.47e-07
2021UK20,,2021UK20,,2104-10-17,2104-10-17,3.85e-07
2021UK20,,2021UK20,,2112-10-14,2112-10-20,1.7258399999999997e-05
2021UK20,,2021UK20,,2103-10-23,2103-10-23,6e-07
2021UK20,,2021UK20,,2092-10-17,2092-10-17,5.27e-11
2021UK20,,2021UK20,,2101-10-20,2101-10-20,2.82e-07
2021UK20,,2021UK20,,2028-10-24,2028-10-24,2.6e-10
2021UK20,,2021UK20,,2053-10-14,2053-10-14,3.99e-08
2021UK20,,2021UK20,,2067-10-21,2067-10-21,4.31e-09
2021UK20,,2021UK20,,2075-10-13,2075-10-13,1.5e-10
2021UK20,,2021UK20,,2102-10-19,2102-10-19,1.94e-07
2021UK20,,2021UK20,,2079-10-21,2079-10-21,6.75e-07
2021UK20,,2021UK20,,2083-10-19,2083-10-19,6.66e-08
2021UK20,,2021UK20,,2078-10-17,2078-10-20,3.37e-07
2021UK20,,2021UK20,,2086-10-21,2086-10-21,2.23e-06
2021UK20,,2021UK20,,2087-10-22,2087-10-22,3.37e-08
2021UK20,,2021UK20,,2088-10-14,2088-10-14,3.66e-09
2021UK20,,2021UK20,,2090-10-18,2090-10-19,3.6699999999999996e-06
2021UK20,,2021UK20,,2091-10-20,2091-10-20,2.2e-07
2021UK20,,2021UK20,,2093-10-21,2093-10-21,9.51e-08
2021UK20,,2021UK20,,2096-10-19,2096-10-20,4.98e-07
2021UK20,,2021UK20,,2085-10-13,2085-10-19,7.8e-07
2021UL3,,2021UL3,,2116-10-20,2116-10-20,3.46e-08
2021UL7,,2021UL7,,2095-04-05,2095-04-05,7.21e-10
2021UL7,,2021UL7,,2105-04-04,2105-04-04,3.42e-10
2021UL7,,2021UL7,,2111-11-22,2111-11-22,8.73e-10
2021UL7,,2021UL7,,2114-04-04,2114-04-04,4.85e-09
2021UL7,,2021UL7,,2120-04-05,2120-04-05,1.52e-10
2021UN,,2021UN,,2084-10-13,2084-10-13,1.635e-06
2021UN,,2021UN,,2089-10-13,2089-10-13,4.839999999999999e-07
2021UN,,2021UN,,2069-10-13,2069-10-13,3.96e-08
2021UN,,2021UN,,2050-10-14,2050-10-14,1.14e-05
2021UN,,2021UN,,2077-10-13,2077-10-13,7.38e-09
2021UN,,2021UN,,2066-10-13,2066-10-13,4.946e-06
2021UO1,,2021UO1,,2110-10-26,2110-10-26,1.91e-09
2021UO1,,2021UO1,,2103-10-27,2103-10-27,2.7400000000000004e-07
2021UO1,,2021UO1,,2091-10-25,2091-10-25,1.3e-07
2021UO1,,2021UO1,,2074-10-25,2074-10-25,7.83e-09
2021UO1,,2021UO1,,2068-10-25,2068-10-25,4.59e-07
2021UO1,,2021UO1,,2064-10-24,2064-10-24,6.33e-07
2021UO1,,2021UO1,,2061-10-25,2061-10-25,4.79e-08
2021UO1,,2021UO1,,2100-10-26,2100-10-26,7.93e-09
2021UO1,,2021UO1,,2054-10-25,2054-10-25,6.83e-08
2021UO1,,2021UO1,,2053-10-25,2053-10-25,4.940000000000001e-07
2021UO1,,2021UO1,,2052-10-24,2052-10-24,1.314e-06
2021UO1,,2021UO1,,2047-10-25,2047-10-25,8.83e-08
2021UO1,,2021UO1,,2038-10-25,2038-10-25,1.73e-07
2021UO1,,2021UO1,,2046-10-25,2046-10-25,1.2e-05
2021UO1,,2021UO1,,2042-10-25,2042-10-25,9.3e-07
2021UO1,,2021UO1,,2040-10-24,2040-10-24,1.601e-06
2021UO1,,2021UO1,,2059-10-25,2059-10-25,3.02e-08
2021UP120,,2021UP120,,2120-04-26,2120-04-26,1.38e-07
2021UP120,,2021UP120,,2075-04-27,2075-04-27,9.7e-08
2021UP120,,2021UP120,,2032-10-29,2032-10-29,1.89e-11
2021UP120,,2021UP120,,2117-04-27,2117-04-27,4.24e-09
2021US1,,2021US1,,2087-12-09,2087-12-09,4.75e-06
2021US1,,2021US1,,2114-12-14,2114-12-14,8.07e-07
2021US1,,2021US1,,2116-12-16,2116-12-16,3.83e-06
2021US1,,2021US1,,2120-12-12,2120-12-16,5.49e-06
2021UT,,2021UT,,2117-04-09,2117-04-09,1.88e-07
2021UT,,2021UT,,2116-04-07,2116-04-07,1.86e-08
2021UT,,2021UT,,2108-04-13,2108-04-13,1.47e-09
2021UT,,2021UT,,2100-04-13,2100-04-13,2.68e-07
2021UT,,2021UT,,2085-10-22,2085-10-22,3.35e-07
2021UT,,2021UT,,2071-10-23,2071-10-23,1.36e-08
2021UT,,2021UT,,2076-10-22,2076-10-22,3.55e-10
2021UT,,2021UT,,2067-10-22,2067-10-23,8.608e-09
2021UT,,2021UT,,2061-10-23,2061-10-23,1.78e-09
2021UT,,2021UT,,2060-10-20,2060-10-22,2.5232999999999998e-09
2021UT,,2021UT,,2053-10-22,2053-10-22,3.14e-07
2021UT,,2021UT,,2084-10-22,2084-10-22,1.6e-07
2021UT5,,2021UT5,,2075-10-30,2075-10-30,1.39e-06
2021UT5,,2021UT5,,2089-10-30,2089-10-30,4.17e-05
2021UT5,,2021UT5,,2096-10-30,2096-10-30,0.000202
2021UU,,2021UU,,2088-10-21,2088-10-21,3.7e-10
2021UU,,2021UU,,2102-07-13,2102-07-13,1.45e-09
2021UV1,,2021UV1,,2117-10-26,2117-10-26,5.86e-06
2021UW1,,2021UW1,,2120-10-31,2120-11-01,5.07e-07
2021UW1,,2021UW1,,2117-11-01,2117-11-01,2.22e-07
2021UW1,,2021UW1,,2108-11-01,2108-11-01,1.07e-07
2021UW1,,2021UW1,,2094-10-31,2094-10-31,4.92e-08
2021UW1,,2021UW1,,2092-10-31,2092-10-31,2.65e-07
2021UW1,,2021UW1,,2104-11-01,2104-11-01,3.76e-07
2021UX1,,2021UX1,,2060-10-03,2060-10-03,9.16e-10
2021UX1,,2021UX1,,2106-10-27,2106-10-27,4.94e-10
2021UX1,,2021UX1,,2100-04-17,2100-04-17,5.4e-11
2021UX1,,2021UX1,,2095-10-27,2095-10-27,1.09e-09
2021UX1,,2021UX1,,2073-11-05,2073-11-05,2.26e-09
2021UX1,,2021UX1,,2073-10-26,2073-10-26,1.86e-08
2021UX1,,2021UX1,,2070-10-23,2070-10-29,6.5922e-07
2021UX1,,2021UX1,,2065-10-26,2065-10-26,1.22e-09
2021UX1,,2021UX1,,2064-04-16,2064-04-16,2.78e-09
2021UX1,,2021UX1,,2054-10-25,2054-10-25,2.13e-09
2021UX1,,2021UX1,,2082-10-25,2082-10-25,0.000172
2021UX1,,2021UX1,,2052-10-12,2052-10-12,1.04e-07
2021UX1,,2021UX1,,2051-10-27,2051-10-27,1.02e-05
2021UX1,,2021UX1,,2048-10-25,2048-10-25,4.66e-08
2021UX1,,2021UX1,,2047-10-28,2047-10-28,4.41e-08
2021UX1,,2021UX1,,2046-10-27,2046-10-27,5.65e-05
2021UX1,,2021UX1,,2045-10-27,2045-10-27,1.35e-10
2021UX1,,2021UX1,,2038-10-27,2038-10-27,4.38e-06
2021UX1,,2021UX1,,2034-04-19,2034-04-25,2.629e-07
2021UX1,,2021UX1,,2038-04-19,2038-04-19,1.47e-07
2021UX1,,2021UX1,,2036-10-25,2036-10-25,1.52e-07
2021UX1,,2021UX1,,2036-04-27,2036-04-27,3.22e-08
2021UX1,,2021UX1,,2053-10-24,2053-10-24,6.1e-09
2021UX1,,2021UX1,,2035-04-25,2035-04-28,1.82e-07
2021VA9,,2021VA9,,2106-05-19,2106-05-19,1.24e-07
2021VA9,,2021VA9,,2103-11-20,2103-11-20,5.94e-08
2021VA9,,2021VA9,,2100-05-17,2100-05-17,1.36e-08
2021VA9,,2021VA9,,2095-05-18,2095-05-18,7.78e-10
2021VA9,,2021VA9,,2097-05-17,2097-05-17,2.59e-05
2021VA9,,2021VA9,,2083-05-18,2083-05-18,6.14e-08
2021VA9,,2021VA9,,2039-11-07,2039-11-07,4.47e-11
2021VA9,,2021VA9,,2030-11-10,2030-11-10,3.01e-10
2021VA9,,2021VA9,,2098-11-17,2098-11-17,5.08e-09
2021VB,,2021VB,,2105-10-21,2105-10-21,2.0657e-06
2021VB,,2021VB,,2113-10-21,2113-10-21,1.248e-06
2021VB,,2021VB,,2111-10-21,2111-10-21,1.0244e-06
2021VB,,2021VB,,2109-10-21,2109-10-21,6.1814e-07
2021VB,,2021VB,,2108-10-21,2108-10-21,8.89e-07
2021VB,,2021VB,,2107-10-21,2107-10-21,2.08487e-05
2021VB,,2021VB,,2103-10-21,2103-10-21,6.81e-06
2021VB,,2021VB,,2092-10-20,2092-10-20,1.83e-08
2021VB,,2021VB,,2101-10-21,2101-10-21,1.3642e-06
2021VB,,2021VB,,2100-10-20,2100-10-20,1.08e-05
2021VB,,2021VB,,2098-10-20,2098-10-20,2.08e-10
2021VB,,2021VB,,2097-10-20,2097-10-20,3.24e-07
2021VB,,2021VB,,2096-10-19,2096-10-19,2.67e-10
2021VB,,2021VB,,2095-10-20,2095-10-20,6.72e-07
2021VB,,2021VB,,2091-10-20,2091-10-20,1.61e-06
2021VB,,2021VB,,2087-10-20,2087-10-20,1.7e-08
2021VB,,2021VB,,2102-10-21,2102-10-21,9.19e-09
2021VB2,,2021VB2,,2072-11-08,2072-11-08,7.042999999999999e-05
2021VD8,,2021VD8,,2084-05-07,2084-05-07,1.12e-07
2021VD8,,2021VD8,,2096-11-09,2096-11-09,1.51e-08
2021VD8,,2021VD8,,2100-05-07,2100-05-07,9.43e-09
2021VM1,,2021VM1,,2099-04-29,2099-04-29,3.75e-08
2021VM1,,2021VM1,,2102-04-30,2102-04-30,2.6543e-05
2021VM1,,2021VM1,,2096-04-28,2096-04-28,2.38e-08
2021VM1,,2021VM1,,2084-04-28,2084-04-28,4.5199999999999997e-07
2021VM1,,2021VM1,,2088-04-28,2088-04-28,5.9148000000000005e-06
2021VM1,,2021VM1,,2087-04-29,2087-04-29,8.86e-07
2021VM1,,2021VM1,,2085-04-28,2085-04-28,1.44e-06
2021VM1,,2021VM1,,2081-04-28,2081-04-28,3.91e-06
2021VM1,,2021VM1,,2089-04-28,2089-04-28,2.62e-07
2021VM22,,2021VM22,,2090-11-08,2090-11-08,9.02e-08
2021VM22,,2021VM22,,2094-11-09,2094-11-09,9.08e-07
2021VM22,,2021VM22,,2109-11-09,2109-11-09,2.88e-07
2021VM96,,2021VM96,,2067-11-09,2067-11-09,6.83e-07
2021VM96,,2021VM96,,2091-11-08,2091-11-08,1.5e-06
2021VN10,,2021VN10,,2079-11-10,2079-11-10,1.7400869e-06
2021VN22,,2021VN22,,2069-07-29,2069-07-29,2.36e-09
2021VN3,,2021VN3,,2108-08-21,2108-08-21,2.26e-08
2021VN3,,2021VN3,,2095-11-09,2095-11-09,2.03e-11
2021VN3,,2021VN3,,2069-08-26,2069-08-26,4.96e-07
2021VP11,,2021VP11,,2088-11-09,2088-11-09,8.12e-06
2021VP11,,2021VP11,,2091-11-09,2091-11-10,8.185300000000001e-06
2021VP11,,2021VP11,,2092-11-09,2092-11-09,4.42e-08
2021VP11,,2021VP11,,2093-11-08,2093-11-09,5.044e-06
2021VP11,,2021VP11,,2094-11-09,2094-11-09,2.1863e-06
2021VP11,,2021VP11,,2095-11-09,2095-11-10,1.883e-06
2021VP11,,2021VP11,,2096-11-09,2096-11-09,6.66e-08
2021VP11,,2021VP11,,2097-11-09,2097-11-09,2.23e-06
2021VP11,,2021VP11,,2098-11-10,2098-11-10,1.03e-07
2021VP11,,2021VP11,,2099-11-09,2099-11-09,1.4086e-07
2021VP11,,2021VP11,,2101-11-10,2101-11-10,3.02e-07
2021VP11,,2021VP11,,2114-11-10,2114-11-10,9.06e-08
2021VP11,,2021VP11,,2106-11-10,2106-11-10,8.03e-07
2021VP11,,2021VP11,,2107-11-10,2107-11-10,2.57e-07
2021VP11,,2021VP11,,2109-11-10,2109-11-10,5.52e-07
2021VP11,,2021VP11,,2112-11-09,2112-11-10,1.2155999999999998e-06
2021VP11,,2021VP11,,2115-11-11,2115-11-11,6.96e-07
2021VP11,,2021VP11,,2116-11-10,2116-11-10,7.78e-08
2021VP11,,2021VP11,,2118-11-10,2118-11-10,1.93e-07
2021VP11,,2021VP11,,2119-11-11,2119-11-11,4.05e-08
2021VP11,,2021VP11,,2120-11-09,2120-11-09,6.43e-08
2021VP11,,2021VP11,,2086-11-09,2086-11-09,2.7999999999999997e-07
2021VP11,,2021VP11,,2103-11-10,2103-11-10,5.46e-07
2021VP11,,2021VP11,,2085-11-09,2085-11-09,1.98e-06
2021VP11,,2021VP11,,2046-11-10,2046-11-10,7.23e-06
2021VP11,,2021VP11,,2079-11-10,2079-11-10,1.77e-07
2021VP11,,2021VP11,,2028-11-09,2028-11-09,9.21e-08
2021VP11,,2021VP11,,2030-11-10,2030-11-10,4.72e-08
2021VP11,,2021VP11,,2034-11-09,2034-11-09,2.32e-06
2021VP11,,2021VP11,,2035-11-10,2035-11-10,1.32e-07
2021VP11,,2021VP11,,2036-11-09,2036-11-09,5.03e-10
2021VP11,,2021VP11,,2038-11-09,2038-11-09,5.02e-05
2021VP11,,2021VP11,,2043-11-10,2043-11-10,1.48877e-07
2021VP11,,2021VP11,,2044-11-09,2044-11-09,7.29e-07
2021VP11,,2021VP11,,2045-11-09,2045-11-09,2.52e-07
2021VP11,,2021VP11,,2049-11-09,2049-11-09,1.65e-06
2021VP11,,2021VP11,,2053-11-09,2053-11-09,4.21e-07
2021VP11,,2021VP11,,2054-11-09,2054-11-09,3.17e-07
2021VP11,,2021VP11,,2058-11-09,2058-11-10,1.2309e-06
2021VP11,,2021VP11,,2060-11-09,2060-11-09,2.2110000000000001e-07
2021VP11,,2021VP11,,2061-11-09,2061-11-09,9.13e-08
2021VP11,,2021VP11,,2064-11-08,2064-11-09,7.04e-08
2021VP11,,2021VP11,,2067-11-09,2067-11-09,2.53e-07
2021VP11,,2021VP11,,2069-11-09,2069-11-09,1.82e-07
2021VP11,,2021VP11,,2070-11-09,2070-11-09,1.11e-06
2021VP11,,2021VP11,,2071-11-10,2071-11-10,1.31e-09
2021VP11,,2021VP11,,2072-11-08,2072-11-08,9.05809e-07
2021VP11,,2021VP11,,2073-11-08,2073-11-09,9.16e-07
2021VP11,,2021VP11,,2075-11-09,2075-11-09,3.04e-07
2021VP11,,2021VP11,,2055-11-10,2055-11-10,3.96e-08
2021VP11,,2021VP11,,2084-11-09,2084-11-09,3.57e-07
2021VP8,,2021VP8,,2110-11-26,2110-11-26,1.096e-05
2021VP8,,2021VP8,,2077-11-25,2077-11-25,6.54e-10
2021VP8,,2021VP8,,2076-11-20,2076-11-20,1.29e-08
2021VP8,,2021VP8,,2073-11-25,2073-11-25,1.76e-08
2021VP8,,2021VP8,,2086-11-25,2086-11-25,2.38e-08
2021VQ10,,2021VQ10,,2118-11-08,2118-11-08,6.89e-09
2021VQ10,,2021VQ10,,2118-05-06,2118-05-06,1.476e-08
2021VQ10,,2021VQ10,,2114-11-08,2114-11-08,4.4e-09
2021VQ10,,2021VQ10,,2111-11-08,2111-11-08,2.26e-09
2021VQ10,,2021VQ10,,2107-11-08,2107-11-08,3.87e-07
2021VQ10,,2021VQ10,,2101-05-06,2101-05-06,4.09e-10
2021VQ10,,2021VQ10,,2095-11-07,2095-11-07,5.37e-07
2021VQ10,,2021VQ10,,2107-05-06,2107-05-06,2.99e-09
2021VQ10,,2021VQ10,,2085-05-05,2085-05-05,9.27e-09
2021VQ10,,2021VQ10,,2084-11-06,2084-11-06,4.351e-07
2021VQ10,,2021VQ10,,2076-11-06,2076-11-06,4.72e-08
2021VQ10,,2021VQ10,,2067-11-07,2067-11-07,8.78e-08
2021VQ10,,2021VQ10,,2066-11-07,2066-11-07,9.42e-08
2021VQ10,,2021VQ10,,2056-11-06,2056-11-06,5.65e-08
2021VQ10,,2021VQ10,,2055-11-07,2055-11-07,2.61e-07
2021VQ10,,2021VQ10,,2054-11-07,2054-11-07,6.41e-08
2021VQ10,,2021VQ10,,2088-11-06,2088-11-06,1e-07
2021VR4,,2021VR4,,2098-11-25,2098-11-25,6.84e-10
2021VT4,,2021VT4,,2058-11-07,2058-11-07,1.63e-07
2021VT4,,2021VT4,,2108-11-06,2108-11-07,4.89e-07
2021VW6,,2021VW6,,2116-11-12,2116-11-13,1.5917000000000002e-07
2021VW6,,2021VW6,,2115-11-13,2115-11-13,1.37e-07
2021VW6,,2021VW6,,2075-11-11,2075-11-11,5.45e-08
2021VW6,,2021VW6,,2096-11-12,2096-11-12,2.9800000000000003e-06
2021VW6,,2021VW6,,2089-11-12,2089-11-12,8.19e-08
2021VW6,,2021VW6,,2102-11-14,2102-11-14,1.1457000000000002e-05
2021VW6,,2021VW6,,2084-11-12,2084-11-12,4.6e-08
2021VX22,,2021VX22,,2121-05-11,2121-05-11,4.3833e-06
2021VX22,,2021VX22,,2120-10-16,2120-10-16,2e-11
2021VX22,,2021VX22,,2115-11-07,2115-11-07,5.15e-07
2021VX22,,2021VX22,,2115-05-08,2115-05-08,3.66e-08
2021VX22,,2021VX22,,2114-08-28,2114-08-28,1.66e-09
2021VX22,,2021VX22,,2114-11-04,2114-11-08,1.9070000000000001e-06
2021VX22,,2021VX22,,2113-11-04,2113-11-05,1.3739999999999999e-06
2021VX22,,2021VX22,,2113-08-31,2113-09-01,6.420000000000001e-07
2021VX22,,2021VX22,,2113-05-09,2113-05-09,3.03e-07
2021VX22,,2021VX22,,2111-11-07,2111-11-07,3.42e-07
2021VX22,,2021VX22,,2110-11-09,2110-11-09,1.09e-05
2021VX22,,2021VX22,,2101-09-12,2101-09-12,2.39e-10
2021VX22,,2021VX22,,2114-05-07,2114-05-07,3.33e-09
2021VY4,,2021VY4,,2116-11-13,2116-11-13,4.157053700000001e-06
2021VY4,,2021VY4,,2120-11-13,2120-11-13,5.96e-09
2021VY4,,2021VY4,,2119-11-14,2119-11-14,4.05e-07
2021VY4,,2021VY4,,2117-11-13,2117-11-13,2.68e-07
2021VY4,,2021VY4,,2115-11-14,2115-11-14,9.229999999999999e-07
2021VY4,,2021VY4,,2103-11-14,2103-11-14,1.079e-06
2021VY4,,2021VY4,,2111-11-14,2111-11-14,6.5893638e-06
2021VY4,,2021VY4,,2110-11-14,2110-11-14,3.5771e-06
2021VY4,,2021VY4,,2109-11-13,2109-11-13,1.6975122e-06
2021VY4,,2021VY4,,2108-11-13,2108-11-13,1.938e-06
