n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
15,(2020 WD),2020 WD,5.68636930638735,-6.12,0.0001002186766,2055-2120,0,0.0077,28.21,2459193.5,-5.88,bK20W00D,2020-12-10
22,(2020 DP14),2020 DP14,6.43942633910656,-9.04,2.3535263e-06,2056-2119,0,0.003,30.27,2458896.5,-8.40,bK20D14P,2020-02-17
73,(2011 CU46),2011 CU46,16.1717403628793,-6.22,8.3237543e-06,2061-2122,0,0.027,25.48,2455604.5,-5.35,bK11C46U,2011-02-12
9,(2011 CW46),2011 CW46,16.6037539788687,-6.71,1.977635e-07,2055-2122,0,0.039,24.67,2455604.5,-6.35,bK11C46W,2011-02-12
1,(2011 SC108),2011 SC108,22.29,-9.85,2.884e-09,2111-2111,0,0.0091,27.86,2455831.5,-9.85,bK11SA8C,2011-09-27
1,(2011 UR63),2011 UR63,12.57,-7.69,7.436e-08,2110-2110,0,0.024,25.72,2455867.5,-7.69,bK11U63R,2011-11-02
6,(2011 WN69),2011 WN69,23.0786571262326,-6.23,3.0756532e-06,2086-2109,0,0.02,26.17,2455895.5,-5.99,bK11W69N,2011-11-30
16,(2012 BA77),2012 BA77,12.7420447445584,-5.03,2.66981515e-05,2029-2088,0,0.023,25.85,2455955.5,-4.66,bK12B77A,2012-01-29
3,(2003 KF4),2003 KF4,9.7158426590947,-6.72,1.1974e-07,2120-2120,0,0.075,23.28,2452798.5,-6.45,bK03K04F,2003-06-08
1,(2012 AQ),2012 AQ,2.71,-11.06,1.234e-08,2098-2098,0,0.0025,30.70,2455929.5,-11.06,bK12A00Q,2012-01-03
52,(2012 VJ38),2012 VJ38,4.44982470774994,-5.25,0.0001251651513,2031-2119,0,0.0069,28.46,2456247.5,-5.18,bK12V38J,2012-11-16
17,(2014 HD198),2014 HD198,17.6451962034166,-7.40,9.390127e-06,2033-2112,0,0.00393,29.68,2456773.5,-6.99,bK14HJ8D,2014-04-26
27,(2020 GA3),2020 GA3,16.8718602207228,-5.80,4.777847e-06,2054-2122,0,0.033,25.05,2458957.5,-5.41,bK20G03A,2020-04-18
9,(2020 FM1),2020 FM1,7.0860205604712,-8.40,3.5183824e-06,2089-2121,0,0.0046,29.32,2458932.5,-7.88,bK20F01M,2020-03-24
73,(2019 GD4),2019 GD4,7.51574144550173,-6.14,5.72611256e-05,2065-2122,0,0.0097,27.71,2458601.5,-5.78,bK19G04D,2019-04-28
12,(2020 PU1),2020 PU1,7.76721020551775,-6.94,1.604387e-06,2047-2117,0,0.017,26.49,2459079.5,-6.54,bK20P01U,2020-08-18
2,(2020 NY),2020 NY,11.7614184625281,-8.55,3.109e-08,2090-2114,0,0.02,26.16,2459051.5,-8.26,bK20N00Y,2020-07-21
9,(2020 OB),2020 OB,25.4387177346572,-4.27,1.70590199e-05,2114-2122,0,0.062,23.68,2459049.5,-4.03,bK20O00B,2020-07-19
1,(2020 OX5),2020 OX5,8.89,-7.49,2.502e-07,2063-2063,0,0.014,26.90,2459061.5,-7.49,bK20O05X,2020-07-31
3,(2020 PQ2),2020 PQ2,20.4030812331695,-5.49,8.2811e-07,2066-2093,0,0.048,24.26,2459081.5,-5.43,bK20P02Q,2020-08-20
50,(2008 UB7),2008 UB7,18.5287607051998,-4.23,3.38449076e-05,2044-2101,0,0.058,23.84,2454770.5,-3.61,bK08U07B,2008-10-31
6,(2023 BR7),2023 BR7,8.63703472464056,-8.54,4.0202e-07,2093-2117,0,0.00986,27.68,2459974.5,-8.02,bK23B07R,2023-01-30
5,(2013 HT14),2013 HT14,20.5273016779706,-6.25,1.799674e-06,2043-2109,0,0.019,26.27,2456419.5,-6.08,bK13H14T,2013-05-07
5,(2017 GG8),2017 GG8,11.4550497320511,-5.04,2.962878e-05,2066-2078,0,0.021,26.08,2457872.5,-4.99,bK17G08G,2017-04-29
319,(2017 LD),2017 LD,4.49430153424141,-4.70,0.0022182503866,2053-2122,0,0.011,27.52,2457934.5,-4.14,bK17L00D,2017-06-30
24,(2017 FW158),2017 FW158,15.2183089251291,-7.37,5.7360358e-06,2045-2120,0,0.0072,28.36,2457833.5,-6.99,bK17FF8W,2017-03-21
6,(2017 OE7),2017 OE7,4.28158747439216,-5.70,2.5917848e-05,2106-2119,0,0.019,26.28,2457969.5,-5.67,bK17O07E,2017-08-04
3,(2017 RK2),2017 RK2,7.30281721582284,-6.71,8.62323e-06,2083-2121,0,0.0086,27.98,2458015.5,-6.71,bK17R02K,2017-09-19
187,(2019 VB5),2019 VB5,5.73212006795379,-8.04,6.60646588e-05,2053-2121,0,0.0016,31.68,2458796.5,-7.58,bK19V05B,2019-11-09
2,(2002 XV90),2002 XV90,7.62768941092083,-7.22,1.33836e-07,2102-2113,0,0.035,24.90,2452640.5,-7.21,bK02X90V,2003-01-01
2,(2020 QC),2020 QC,18.7414758819294,-6.88,5.556e-07,2038-2041,0,0.011,27.49,2459079.5,-6.74,bK20Q00C,2020-08-18
1,(2006 EH1),2006 EH1,13.27,-9.46,2.869e-09,2112-2112,0,0.017,26.50,2453800.5,-9.46,bK06E01H,2006-03-06
31,(2016 TY55),2016 TY55,4.60890867497062,-5.67,4.2489239e-05,2074-2121,0,0.014,26.86,2457680.5,-5.56,bK16T55Y,2016-10-19
18,(2013 AB65),2013 AB65,24.4143899654805,-6.50,6.4834913e-06,2094-2122,0,0.01,27.59,2456307.5,-6.32,bK13A65B,2013-01-15
7,(2013 BL18),2013 BL18,14.1885526468107,-5.32,2.0887742e-05,2077-2092,0,0.022,25.97,2456324.5,-5.16,bK13B18L,2013-02-01
8,(2013 EC20),2013 EC20,2.6833969134365,-8.94,4.7237e-07,2068-2122,0,0.0054,29.00,2456364.5,-8.58,bK13E20C,2013-03-13
1,(2019 YA3),2019 YA3,8.24,-9.55,1.653e-09,2070-2070,0,0.017,26.46,2458854.5,-9.55,bK19Y03A,2020-01-06
27,(2018 WH1),2018 WH1,4.01258277645414,-7.69,1.1834404e-05,2084-2121,0,0.0067,28.53,2458465.5,-7.07,bK18W01H,2018-12-13
7,(2018 WJ),2018 WJ,19.0052136636409,-7.03,5.258452e-07,2045-2116,0,0.01,27.64,2458441.5,-6.99,bK18W00J,2018-11-19
17,(2019 WV1),2019 WV1,8.738700789469,-7.46,5.5091587e-06,2078-2121,0,0.0078,28.20,2458820.5,-7.14,bK19W01V,2019-12-03
8,(2020 UX4),2020 UX4,7.67446846214994,-5.99,6.145235e-06,2074-2112,0,0.024,25.77,2459175.5,-5.87,bK20U04X,2020-11-22
280,(2020 HQ4),2020 HQ4,3.51879321021226,-6.03,8.92405099e-05,2051-2122,0,0.014,26.97,2458988.5,-5.29,bK20H04Q,2020-05-19
37,(2019 EH1),2019 EH1,14.4704686783938,-8.39,3.414943e-06,2045-2118,0,0.0032,30.10,2458543.5,-7.80,bK19E01H,2019-03-01
3,(2018 DZ3),2018 DZ3,10.0452977212,-6.34,4.6033e-06,2068-2113,0,0.018,26.39,2458178.5,-6.27,bK18D03Z,2018-03-01
5,(2014 OP2),2014 OP2,11.6321784672358,-7.81,1.85782e-06,2071-2119,0,0.0052,29.05,2456869.5,-7.68,bK14O02P,2014-07-31
32,(2011 MX),2011 MX,12.1515686075722,-5.22,0.0001146281627,2059-2092,0,0.014,26.91,2455739.5,-4.90,bK11M00X,2011-06-27
3,(2011 UD21),2011 UD21,1.30556527745798,-7.29,1.56348e-05,2105-2116,0,0.0068,28.48,2455889.5,-6.97,bK11U21D,2011-11-24
37,(2019 PO1),2019 PO1,1.96377536742374,-7.15,1.9678437e-05,2084-2122,0,0.0087,27.95,2458751.5,-6.57,bK19P01O,2019-09-25
1,(2014 MB6),2014 MB6,13.07,-6.61,8.812e-07,2075-2075,0,0.019,26.22,2456841.5,-6.61,bK14M06B,2014-07-03
1,(2019 SO6),2019 SO6,27.97,-7.53,1.943e-08,2069-2069,0,0.025,25.64,2458762.5,-7.53,bK19S06O,2019-10-06
2,(2019 YM),2019 YM,17.7512754037131,-6.61,9.103e-07,2041-2117,0,0.022,25.97,2458838.5,-6.52,bK19Y00M,2019-12-21
3,(2017 FO63),2017 FO63,29.2806127993326,-4.63,2.107313e-06,2088-2108,0,0.07,23.43,2457843.5,-4.63,bK17F63O,2017-03-31
7,(2022 OC3),2022 OC3,3.53620792899875,-7.04,1.77349e-05,2081-2123,0,0.0059,28.79,2461080.5,-6.89,bK22O03C,2026-02-09
64,(2019 TC2),2019 TC2,11.1309786214011,-7.12,1.89384628e-05,2103-2121,0,0.00912,27.84,2458780.5,-6.37,bK19T02C,2019-10-24
1,(2018 LV3),2018 LV3,11.19,-7.42,1.601e-07,2061-2061,0,0.017,26.55,2458283.5,-7.42,bK18L03V,2018-06-14
5,(2017 UK3),2017 UK3,13.3721578036163,-6.67,6.28433e-06,2109-2121,0,0.012,27.19,2458049.5,-6.47,bK17U03K,2017-10-23
5,(2020 DF3),2020 DF3,26.8006688679333,-4.95,2.808686e-06,2065-2101,0,0.0497,24.18,2458924.5,-4.73,bK20D03F,2020-03-16
8,(2022 KE5),2022 KE5,16.9516074749523,-6.72,9.54976e-06,2075-2115,0,0.0088,27.93,2459733.5,-6.37,bK22K05E,2022-06-03
3,(2022 OC5),2022 OC5,9.88104575529102,-8.85,7.1489e-08,2119-2122,0,0.013,27.14,2459792.5,-8.52,bK22O05C,2022-08-01
126,(2014 JU15),2014 JU15,10.3487386356287,-5.04,5.44062323e-05,2071-2121,0,0.039,24.72,2456811.5,-4.28,bK14J15U,2014-06-03
7,(2014 KW76),2014 KW76,15.0048010048408,-8.18,3.59858e-07,2096-2122,0,0.0084,28.04,2456809.5,-8.06,bK14K76W,2014-06-01
9,(2019 AB),2019 AB,9.91341434535185,-6.36,3.74644e-06,2073-2122,0,0.019,26.23,2458486.5,-6.28,bK19A00B,2019-01-03
1,(2008 KN11),2008 KN11,13.83,-6.11,4.159e-08,2046-2046,0,0.075,23.27,2454638.5,-6.11,bK08K11N,2008-06-21
3,(2016 TQ18),2016 TQ18,9.58940567750698,-6.11,6.7741e-06,2086-2110,0,0.019,26.29,2457697.5,-6.09,bK16T18Q,2016-11-05
1,(2011 BG10),2011 BG10,12.31,-7.33,9.682e-08,2051-2051,0,0.019,26.31,2455591.5,-7.33,bK11B10G,2011-01-30
3,(2016 EU84),2016 EU84,2.38933905058905,-8.44,1.1544e-06,2115-2118,0,0.0055,28.95,2457461.5,-8.34,bK16E84U,2016-03-14
1,(2019 FT1),2019 FT1,10.86,-8.77,2.895e-08,2113-2113,0,0.014,26.99,2458582.5,-8.77,bK19F01T,2019-04-09
13,(2020 FG),2020 FG,14.7788176310132,-8.36,5.88395e-07,2093-2118,0,0.0089,27.89,2458925.5,-7.74,bK20F00G,2020-03-17
16,(2022 AP1),2022 AP1,10.4773888772151,-6.08,5.0935391e-05,2059-2107,0,0.0072,28.37,2459588.5,-5.95,bK22A01P,2022-01-09
3,(2019 AH3),2019 AH3,18.0325631888754,-6.06,1.127018e-05,2060-2067,0,0.0086,27.97,2458488.5,-6.03,bK19A03H,2019-01-05
4,(2019 BU1),2019 BU1,14.349987583979,-6.03,2.2241425e-06,2056-2063,0,0.02,26.16,2458523.5,-5.99,bK19B01U,2019-02-09
34,(2018 AU18),2018 AU18,9.57736988336695,-6.82,3.1157892e-06,2046-2121,0,0.011,27.42,2458138.5,-6.64,bK18A18U,2018-01-20
1,(2007 PR25),2007 PR25,29.41,-6.18,1.346e-08,2118-2118,0,0.14,21.86,2454332.5,-6.18,bK07P25R,2007-08-20
23,(2010 TN55),2010 TN55,25.3113705199815,-7.26,1.858893e-06,2086-2117,0,0.013,27.03,2455485.5,-6.53,bK10T55N,2010-10-16
6,(2014 UY57),2014 UY57,8.96519425385935,-8.33,2.332e-07,2076-2111,0,0.012,27.18,2456960.5,-7.88,bK14U57Y,2014-10-30
3,(2008 EF85),2008 EF85,9.52160665210345,-7.89,2.8382e-07,2110-2119,0,0.016,26.68,2454540.5,-7.67,bK08E85F,2008-03-15
1,(2016 TC57),2016 TC57,8.74,-7.24,1.232e-06,2112-2112,0,0.013,27.06,2457697.5,-7.24,bK16T57C,2016-11-05
1,(2020 OM6),2020 OM6,5.05,-6.20,1.561e-06,2106-2106,0,0.034,24.96,2459110.5,-6.20,bK20O06M,2020-09-18
1,(2008 OT7),2008 OT7,9.50,-8.96,2.308e-08,2110-2110,0,0.013,27.12,2454686.5,-8.96,bK08O07T,2008-08-08
3,(2008 KO),2008 KO,23.4876388967229,-5.69,5.3187e-07,2049-2061,0,0.045,24.40,2454617.5,-5.39,bK08K00O,2008-05-31
657,(2008 UA202),2008 UA202,2.30062875322007,-7.17,0.0001527888859,2046-2122,0,0.0044,29.44,2454774.5,-6.23,bK08UK2A,2008-11-04
153,(2014 GQ17),2014 GQ17,5.40740653658347,-5.90,6.28184986e-05,2052-2122,0,0.013,27.09,2456777.5,-5.42,bK14G17Q,2014-04-30
14,(2016 FZ13),2016 FZ13,4.2975432496721,-7.22,2.24915e-05,2108-2122,0,0.0073,28.34,2457490.5,-6.72,bK16F13Z,2016-04-12
44,(2016 WG),2016 WG,23.5992257521589,-4.92,6.2516545e-06,2076-2118,0,0.075,23.28,2457717.5,-4.17,bK16W00G,2016-11-25
18,(2020 BY4),2020 BY4,20.4285705633925,-5.75,8.634052e-06,2055-2122,0,0.02,26.14,2458874.5,-5.35,bK20B04Y,2020-01-26
1,(2014 UZ175),2014 UZ175,6.17,-9.10,3.356e-08,2081-2081,0,0.0088,27.92,2456961.5,-9.10,bK14UH5Z,2014-10-31
28,(2016 BA15),2016 BA15,15.8809910610827,-5.55,1.4482962e-05,2050-2114,0,0.015,26.78,2457418.5,-5.43,bK16B15A,2016-01-31
2,(2023 XP13),2023 XP13,18.0593924365968,-7.27,8.6707e-08,2091-2095,0,0.027,25.50,2460300.5,-7.27,bK23X13P,2023-12-22
3,(2014 DK10),2014 DK10,11.7987219160661,-8.71,9.436e-08,2060-2118,0,0.0095,27.75,2456723.5,-8.40,bK14D10K,2014-03-07
5,(2005 GQ33),2005 GQ33,19.2703266585223,-7.40,3.7654e-09,2046-2110,0,0.0626,23.65,2453467.5,-7.32,bK05G33Q,2005-04-07
21,(2005 NX55),2005 NX55,24.8008830200623,-5.70,1.13746e-08,2028-2081,0,0.14,21.89,2453563.5,-5.22,bK05N55X,2005-07-12
8,(2005 UC3),2005 UC3,7.87382639951125,-7.87,6.59641e-07,2072-2121,0,0.013,27.09,2453685.5,-7.47,bK05U03C,2005-11-11
1,(2008 GF1),2008 GF1,14.61,-8.66,7.424e-08,2080-2080,0,0.0075,28.28,2454562.5,-8.66,bK08G01F,2008-04-06
1,(2007 TC14),2007 TC14,25.55,-4.83,3.007e-07,2082-2082,0,0.13,22.13,2454389.5,-4.83,bK07T14C,2007-10-16
1,(2009 ST171),2009 ST171,9.82,-6.81,1.118e-06,2066-2066,0,0.015,26.82,2455103.5,-6.81,bK09SH1T,2009-09-29
2,(2010 UE),2010 UE,16.1107555930772,-8.07,2.369e-07,2032-2044,0,0.0041,29.59,2455486.5,-7.98,bK10U00E,2010-10-17
5,(2010 VQ98),2010 VQ98,0.998552997758265,-6.69,2.889726e-05,2109-2121,0,0.0078,28.20,2455539.5,-6.61,bK10V98Q,2010-12-09
82,(2014 HJ197),2014 HJ197,4.4972087814299,-7.70,2.36452289e-05,2045-2122,0,0.00294,30.30,2456772.5,-7.19,bK14HJ7J,2014-04-25
1,(2025 CJ3),2025 CJ3,8.44,-6.03,6.433e-06,2119-2119,0,0.022,25.94,2460717.5,-6.03,bK25C03J,2025-02-11
70,(2016 WT),2016 WT,10.707226567419,-7.86,3.26508676e-05,2058-2121,0,0.0038,29.77,2457716.5,-7.03,bK16W00T,2016-11-24
1,(2016 CB248),2016 CB248,11.41,-8.16,8.799e-08,2121-2121,0,0.016,26.68,2457455.5,-8.16,bK16CO8B,2016-03-08
66,(2021 GG1),2021 GG1,14.7793127909127,-5.79,4.96736461e-05,2073-2122,0,0.016,26.64,2459311.5,-5.19,bK21G01G,2021-04-07
17,(2021 BN),2021 BN,7.65708428190433,-8.57,1.0819784e-06,2095-2122,0,0.0075,28.29,2459255.5,-7.91,bK21B00N,2021-02-10
78,(2021 UK20),2021 UK20,7.99219302332497,-6.36,2.79351151e-05,2028-2121,0,0.00618,28.70,2459517.5,-6.13,bK21U20K,2021-10-30
1,(2020 UB),2020 UB,11.21,-8.30,1.407e-07,2080-2080,0,0.0089,27.89,2459141.5,-8.30,bK20U00B,2020-10-19
1,(2021 GL16),2021 GL16,5.69,-8.32,5.192e-08,2111-2111,0,0.019,26.27,2459334.5,-8.32,bK21G16L,2021-04-30
2,(2019 JH7),2019 JH7,9.05503593145384,-8.91,9.045e-07,2114-2118,0,0.004,29.64,2458619.5,-8.62,bK19J07H,2019-05-16
29,(2017 UJ43),2017 UJ43,6.90404943515735,-5.82,5.09232525e-05,2050-2116,0,0.0095,27.76,2458060.5,-5.68,bK17U43J,2017-11-03
2,(2017 UL7),2017 UL7,16.2187833076415,-5.66,3.6328e-07,2041-2054,0,0.045,24.39,2458056.5,-5.58,bK17U07L,2017-10-30
360,(2018 WH),2018 WH,7.49790587658109,-7.11,0.0002861542952,2053-2121,0,0.0036,29.86,2458443.5,-6.12,bK18W00H,2018-11-21
39,(2021 JA1),2021 JA1,20.9845807514649,-5.27,1.86664397e-05,2084-2121,0,0.026,25.58,2459339.5,-5.01,bK21J01A,2021-05-05
2,(2018 CN),2018 CN,19.7943078548785,-7.85,5.678e-08,2082-2082,0,0.018,26.41,2458156.5,-7.74,bK18C00N,2018-02-07
3,(2008 DA4),2008 DA4,11.1587813678858,-6.36,3.6582e-07,2091-2100,0,0.056,23.92,2454538.5,-6.09,bK08D04A,2008-03-13
2,(2018 BH1),2018 BH1,13.2475396743076,-8.22,9.641e-09,2095-2116,0,0.0332,25.03,2458142.5,-8.16,bK18B01H,2018-01-24
4,(2012 DY13),2012 DY13,16.966126099206,-8.30,1.1713e-07,2074-2116,0,0.0088,27.93,2455984.5,-8.23,bK12D13Y,2012-02-27
1,(2009 WJ6),2009 WJ6,18.16,-7.38,2.432e-07,2049-2049,0,0.01,27.64,2455155.5,-7.38,bK09W06J,2009-11-20
14,(2013 VW13),2013 VW13,16.3499891189838,-4.03,0.000439083988,2063-2095,0,0.019,26.22,2456629.5,-3.85,bK13V13W,2013-12-03
5,(2014 EU),2014 EU,5.60932483207659,-8.13,7.7714e-07,2083-2121,0,0.0097,27.72,2456745.5,-7.83,bK14E00U,2014-03-29
1,(2014 AK51),2014 AK51,10.27,-8.96,1.262e-08,2110-2110,0,0.016,26.61,2456670.5,-8.96,bK14A51K,2014-01-13
2,(2016 UR36),2016 UR36,16.7236987381703,-9.04,2.2824e-08,2107-2118,0,0.011,27.54,2457691.5,-8.98,bK16U36R,2016-10-30
1,(2020 SA2),2020 SA2,15.63,-9.17,2.908e-08,2117-2117,0,0.0082,28.09,2459114.5,-9.17,bK20S02A,2020-09-22
7,(2007 EZ25),2007 EZ25,20.7596206199654,-6.93,4.18604e-07,2078-2100,0,0.026,25.56,2454174.5,-6.50,bK07E25Z,2007-03-15
97,(2007 HB15),2007 HB15,6.34495724236018,-4.85,0.000511244320300001,2050-2122,0,0.0096,27.75,2454214.5,-4.68,bK07H15B,2007-04-24
1,(2002 CA26),2002 CA26,11.85,-9.33,2.415e-09,2120-2120,0,0.022,25.90,2452317.5,-9.33,bK02C26A,2002-02-12
3,(2003 UM3),2003 UM3,13.2010901076849,-8.68,3.90677e-08,2030-2057,0,0.00832,28.05,2452930.5,-8.60,bK03U03M,2003-10-18
89,(2005 VN5),2005 VN5,6.57095459151333,-5.81,5.6284787e-05,2047-2121,0,0.014,26.98,2453686.5,-5.34,bK05V05N,2005-11-12
1,(2022 EA7),2022 EA7,7.98,-8.76,6.533e-08,2114-2114,0,0.011,27.50,2459666.5,-8.76,bK22E07A,2022-03-28
4,(2020 TO2),2020 TO2,12.5577031327029,-6.30,8.9252e-06,2119-2121,0,0.017,26.51,2459135.5,-6.03,bK20T02O,2020-10-13
4,(2020 TS1),2020 TS1,3.55358961715221,-7.89,5.0699e-06,2117-2121,0,0.0051,29.12,2459135.5,-7.79,bK20T01S,2020-10-13
34,(2020 WF5),2020 WF5,8.61591692678955,-7.06,1.6928538e-05,2082-2120,0,0.00952,27.75,2459192.5,-6.34,bK20W05F,2020-12-09
34,(2020 YM1),2020 YM1,3.00867909461845,-7.13,8.006039e-05,2091-2121,0,0.004,29.64,2459204.5,-6.75,bK20Y01M,2020-12-21
10,(2019 KL),2019 KL,14.2072528643877,-6.56,1.1503593e-06,2047-2085,0,0.017,26.45,2458628.5,-6.31,bK19K00L,2019-05-25
144,(2018 XQ2),2018 XQ2,3.80315759589854,-5.48,0.000637221907,2065-2122,0,0.00817,28.09,2458490.5,-5.06,bK18X02Q,2019-01-07
2,(2019 AS5),2019 AS5,10.1879887955182,-10.77,1.785e-07,2094-2121,0,0.0012,32.34,2458494.5,-10.56,bK19A05S,2019-01-11
93,(2020 GO1),2020 GO1,6.84678524401572,-6.00,0.0001196741883,2064-2122,0,0.01,27.63,2458944.5,-5.51,bK20G01O,2020-04-05
2,(2020 HE7),2020 HE7,3.12006094203507,-9.10,1.607265e-07,2115-2122,0,0.006,28.77,2458968.5,-9.10,bK20H07E,2020-04-29
2,(2019 SU1),2019 SU1,5.07942461967578,-9.23,7.8157e-08,2106-2119,0,0.00711,28.38,2458752.5,-9.20,bK19S01U,2019-09-26
4,(2019 SU2),2019 SU2,11.1027044052515,-9.34,2.5288e-07,2088-2099,0,0.0033,30.05,2458752.5,-9.20,bK19S02U,2019-09-26
8,(2018 DB),2018 DB,16.1024635588288,-7.29,1.474294e-06,2068-2119,0,0.01,27.58,2458168.5,-7.18,bK18D00B,2018-02-19
21,(2021 NL8),2021 NL8,9.90101925245625,-6.30,7.888448e-06,2073-2120,0,0.0179,26.42,2459409.5,-6.00,bK21N08L,2021-07-14
2,(2021 VM96),2021 VM96,15.9791662383645,-9.25,1.7511e-06,2067-2091,0,0.0013,32.04,2459527.5,-9.03,bK21V96M,2021-11-09
29,(2024 BZ15),2024 BZ15,11.3132566257843,-5.62,4.1536894e-06,2031-2121,0,0.0181,26.34,2460329.5,-5.52,bK24B15Z,2024-01-20
16,(2022 XO1),2022 XO1,8.94351879638857,-5.56,3.4014034e-05,2093-2122,0,0.016,26.58,2459937.5,-5.50,bK22X01O,2022-12-24
2,(2017 FS),2017 FS,19.7053978090074,-8.72,1.8074e-07,2119-2119,0,0.0054,28.97,2457830.5,-8.70,bK17F00S,2017-03-18
19,(2019 WF24),2019 WF24,17.2643647681155,-7.26,1.3876476e-06,2061-2117,0,0.00939,27.79,2458813.5,-7.02,bK19W24F,2019-11-26
2,(2012 YR1),2012 YR1,7.77551304911655,-8.28,6.169e-08,2078-2116,0,0.017,26.52,2456304.5,-8.16,bK12Y01R,2013-01-12
1,(2010 JH80),2010 JH80,26.90,-7.48,8.843e-09,2082-2082,0,0.042,24.52,2455335.5,-7.48,bK10J80H,2010-05-19
4,(2012 TU231),2012 TU231,9.96951330476644,-7.23,7.5612e-07,2111-2117,0,0.02,26.20,2456238.5,-7.01,bK12TN1U,2012-11-07
2,(2019 UX12),2019 UX12,9.61133975394967,-9.31,6.0638e-08,2108-2121,0,0.0061,28.71,2458790.5,-9.30,bK19U12X,2019-11-03
56,(2010 VW194),2010 VW194,7.30734502863169,-5.68,6.4685481e-05,2042-2121,0,0.017,26.47,2455533.5,-5.09,bK10VJ4W,2010-12-03
5,(2014 HN2),2014 HN2,2.57064506157333,-6.25,8.459425e-06,2095-2121,0,0.018,26.34,2456810.5,-6.24,bK14H02N,2014-06-02
6,(2014 WA366),2014 WA366,2.34005557623863,-6.83,3.35755e-06,2104-2121,0,0.016,26.60,2457038.5,-6.76,bK14Wa6A,2015-01-16
2,(2015 HR182),2015 HR182,18.7213727222168,-6.26,6.1134e-09,2072-2087,0,0.21,21.02,2457134.5,-6.18,bK15HI2R,2015-04-22
3,(2015 KE319),2015 KE319,12.4749569127014,-6.11,3.4697e-06,2046-2092,0,0.0161,26.58,2457164.5,-5.98,bK15KV9E,2015-05-22
12,(2022 UG6),2022 UG6,14.4621285722034,-6.18,1.0951294e-05,2059-2119,0,0.009,27.89,2459875.5,-6.15,bK22U06G,2022-10-23
4,(2022 UT16),2022 UT16,7.9216471284377,-5.88,2.386262e-05,2083-2120,0,0.014,26.90,2459907.5,-5.86,bK22U16T,2022-11-24
3,(2022 WF15),2022 WF15,12.2169548022384,-4.89,4.207996e-05,2030-2042,0,0.0096,27.73,2459914.5,-4.88,bK22W15F,2022-12-01
14,(2022 UU8),2022 UU8,4.4387193265975,-6.98,1.3026147e-05,2106-2121,0,0.0087,27.95,2459882.5,-6.79,bK22U08U,2022-10-30
5,(2022 UV10),2022 UV10,9.08696537003096,-7.80,1.345482e-06,2101-2121,0,0.0081,28.09,2459898.5,-7.73,bK22U10V,2022-11-15
8,(2022 WF1),2022 WF1,11.9052453480691,-5.54,3.808956e-06,2110-2122,0,0.043,24.49,2459928.5,-5.41,bK22W01F,2022-12-15
29,(2022 UV4),2022 UV4,5.53638432566992,-7.73,1.0013034e-05,2092-2121,0,0.0057,28.86,2459879.5,-7.26,bK22U04V,2022-10-27
14,(2022 UW15),2022 UW15,7.4765901599538,-7.10,3.5466866e-05,2057-2086,0,0.0032,30.13,2459881.5,-6.92,bK22U15W,2022-10-29
21,(2010 VQ),2010 VQ,4.62749782026075,-4.45,0.0015845932,2087-2122,0,0.0098,27.70,2459912.5,-4.41,bK10V00Q,2022-11-29
1,(2022 VQ),2022 VQ,8.79,-7.89,5.333e-08,2122-2122,0,0.027,25.47,2459909.5,-7.89,bK22V00Q,2022-11-26
3,(2022 WC11),2022 WC11,7.95881960139716,-9.09,9.734e-08,2110-2122,0,0.00792,28.15,2459912.5,-8.91,bK22W11C,2022-11-29
5,(2022 VQ1),2022 VQ1,10.4448423254616,-6.23,3.6250558e-06,2111-2121,0,0.023,25.88,2459907.5,-6.16,bK22V01Q,2022-11-24
22,(2022 WR4),2022 WR4,8.20786858490266,-7.05,6.7119305e-05,2101-2119,0,0.0035,29.93,2459909.5,-6.87,bK22W04R,2022-11-26
59,(2022 WO6),2022 WO6,7.28774288534849,-6.61,0.000132914697,2071-2122,0,0.0054,28.97,2459909.5,-6.06,bK22W06O,2022-11-26
1,(2022 WC),2022 WC,28.18,-7.24,7.126e-08,2060-2060,0,0.018,26.40,2459907.5,-7.24,bK22W00C,2022-11-24
4,(2022 WQ6),2022 WQ6,13.0628171641791,-6.84,1.29712e-06,2074-2120,0,0.018,26.38,2459914.5,-6.64,bK22W06Q,2022-12-01
2,(2022 YK3),2022 YK3,12.6742887081901,-8.62,1.1929e-07,2049-2049,0,0.005,29.14,2459937.5,-8.57,bK22Y03K,2022-12-24
9,(2023 ER1),2023 ER1,15.5663353469303,-8.16,6.352645e-07,2115-2121,0,0.01,27.63,2460021.5,-7.63,bK23E01R,2023-03-18
36,(2022 YM1),2022 YM1,2.652923456444,-6.82,0.00013611087,2091-2122,0,0.0054,28.99,2459936.5,-6.25,bK22Y01M,2022-12-23
112,(2022 XX),2022 XX,6.37274745660923,-6.13,0.000260516693,2082-2121,0,0.00629,28.67,2459925.5,-5.70,bK22X00X,2022-12-12
4,(2022 YP2),2022 YP2,14.347765470488,-6.70,3.85589e-07,2112-2114,0,0.034,24.96,2459961.5,-6.57,bK22Y02P,2023-01-17
15,(2022 YW6),2022 YW6,29.3289725156089,-5.30,8.1943347e-05,2046-2090,0,0.0062,28.70,2459938.5,-5.05,bK22Y06W,2022-12-25
