des,diameter,fullname,h,id,ip,last_obs,last_obs_jd,n_imp,ps_cum,ps_max,range,ts_max,v_inf
2012 CL17,0.0242,(2012 CL17),25.71,bK12C17L,1.2016159e-06,2012-02-11,2455968.5,16,-6.20,-6.68,2096-2115,0,21.4870161563275
2018 CK,0.018,(2018 CK),26.40,bK18C00K,7.72e-09,2018-02-16,2458165.5,2,-8.68,-8.74,2072-2073,0,14.4149378238342
2018 NJ,0.0093,(2018 NJ),27.82,bK18N00J,0.0006577992,2018-08-10,2458340.5,29,-4.79,-4.80,2083-2122,0,5.85063143220606
2020 CQ1,0.0059,(2020 CQ1),28.81,bK20C01Q,0.00464635719,2020-03-05,2458913.5,50,-4.32,-4.33,2070-2122,0,4.90024764146468
2016 FC1,0.0051,(2016 FC1),29.12,bK16F01C,2.67668e-06,2016-03-18,2457465.5,4,-7.52,-7.66,2082-2088,0,15.1851976328885
2022 HO2,0.028,(2022 HO2),25.45,bK22H02O,2.367101e-06,2022-04-30,2459699.5,3,-5.64,-5.64,2065-2072,0,15.4799362046655
2008 GM2,0.0072,(2008 GM2),28.36,bK08G02M,4.1370483e-05,2008-04-14,2454570.5,61,-6.42,-7.37,2071-2122,0,4.61630448211108
2008 JL24,0.0041,(2008 JL24),29.57,bK08J24L,8.2957e-07,2008-05-16,2454602.5,6,-8.69,-9.04,2091-2111,0,2.72814120568487
2008 GV,0.084,(2008 GV),23.04,bK08G00V,1.150e-08,2008-04-06,2454562.5,1,-6.55,-6.55,2055-2055,0,19.67
2016 EG28,0.00928,(2016 EG28),27.82,bK16E28G,1.847666e-06,2016-03-16,2457463.5,6,-7.17,-7.43,2086-2122,0,14.6575649495093
2016 EL1,0.00914,(2016 EL1),27.84,bK16E01L,4.06261e-07,2016-03-03,2457450.5,10,-7.63,-8.20,2044-2119,0,19.9205545449846
2016 VB1,0.0066,(2016 VB1),28.56,bK16V01B,0.001360384231,2016-11-08,2457700.5,180,-4.90,-5.45,2065-2121,0,5.45382338055784
2016 WQ1,0.0089,(2016 WQ1),27.90,bK16W01Q,2.6645e-07,2016-12-24,2457746.5,6,-8.25,-8.60,2084-2116,0,7.67416138112216
2016 WW2,0.0053,(2016 WW2),29.03,bK16W02W,2.4022e-08,2016-11-24,2457716.5,2,-9.83,-9.91,2107-2107,0,10.0183798184997
2005 AU3,0.0215,(2005 AU3),25.98,bK05A03U,1.64084499e-05,2005-01-15,2453385.5,64,-5.37,-6.09,2048-2122,0,14.4054013679866
2013 XU21,0.02,(2013 XU21),26.18,bK13X21U,2.987e-07,2013-12-14,2456640.5,2,-6.90,-6.91,2055-2066,0,11.0421694007365
2008 CB6,0.013,(2008 CB6),27.05,bK08C06B,1.102106e-06,2008-02-16,2454512.5,5,-7.31,-7.74,2077-2122,0,7.41013240105761
2024 XV3,0.00601,(2024 XV3),28.74,bK24X03V,2.30292e-06,2024-12-05,2460649.5,5,-7.80,-7.93,2090-2124,0,7.46167682767964
2024 XE6,0.0082,(2024 XE6),28.07,bK24X06E,9.479e-07,2024-12-06,2460650.5,1,-7.58,-7.58,2117-2117,0,18.11
2014 AD16,0.011,(2014 AD16),27.40,bK14A16D,2.476612e-05,2014-01-06,2456663.5,5,-5.96,-5.96,2087-2121,0,8.33010607232784
2018 FY2,0.024,(2018 FY2),25.71,bK18F02Y,1.079e-07,2018-03-21,2458198.5,1,-7.21,-7.21,2093-2093,0,19.77
2008 XU2,0.026,(2008 XU2),25.56,bK08X02U,6.265e-07,2009-01-03,2454834.5,1,-5.98,-5.98,2039-2039,0,9.93
2005 TM173,0.0553,(2005 TM173),23.93,bK05TH3M,6.28151e-08,2005-10-11,2453654.5,6,-5.71,-5.74,2027-2088,0,9.36335460741127
2013 UJ5,0.0085,(2013 UJ5),28.01,bK13U05J,2.506e-10,2013-10-29,2456594.5,1,-11.21,-11.21,2092-2092,0,10.85
2025 FO2,0.0087,(2025 FO2),27.95,bK25F02O,9.070e-09,2025-03-31,2460765.5,1,-9.46,-9.46,2077-2077,0,12.50
2025 DB15,0.02,(2025 DB15),26.18,bK25D15B,7.062591e-06,2025-03-23,2460757.5,5,-5.79,-5.84,2059-2124,0,6.39774683540361
2025 EM,0.0081,(2025 EM),28.10,bK25E00M,3.47586772e-05,2025-03-22,2460756.5,116,-6.31,-6.89,2069-2125,0,2.32202506670766
2025 HX,0.01,(2025 HX),27.57,bK25H00X,0.00012543321,2025-04-24,2460789.5,6,-4.82,-4.83,2051-2124,0,12.7801199953346
2023 PZ,0.005,(2023 PZ),29.14,bK23P00Z,0.00099458362,2023-08-22,2460178.5,47,-5.38,-5.51,2077-2124,0,1.07931571404725
2020 WD,0.0077,(2020 WD),28.21,bK20W00D,0.0001002186766,2020-12-10,2459193.5,15,-5.88,-6.12,2055-2120,0,5.68636930638735
2020 DP14,0.003,(2020 DP14),30.27,bK20D14P,2.3535263e-06,2020-02-17,2458896.5,22,-8.40,-9.04,2056-2119,0,6.43942633910656
2011 CU46,0.027,(2011 CU46),25.48,bK11C46U,8.3237543e-06,2011-02-12,2455604.5,73,-5.35,-6.22,2061-2122,0,16.1717403628793
2011 CW46,0.039,(2011 CW46),24.67,bK11C46W,1.977635e-07,2011-02-12,2455604.5,9,-6.35,-6.71,2055-2122,0,16.6037539788687
2011 SC108,0.0091,(2011 SC108),27.86,bK11SA8C,2.884e-09,2011-09-27,2455831.5,1,-9.85,-9.85,2111-2111,0,22.29
2011 UR63,0.024,(2011 UR63),25.72,bK11U63R,7.436e-08,2011-11-02,2455867.5,1,-7.69,-7.69,2110-2110,0,12.57
2011 WN69,0.02,(2011 WN69),26.17,bK11W69N,3.0756532e-06,2011-11-30,2455895.5,6,-5.99,-6.23,2086-2109,0,23.0786571262326
2012 BA77,0.023,(2012 BA77),25.85,bK12B77A,2.66981515e-05,2012-01-29,2455955.5,16,-4.66,-5.03,2029-2088,0,12.7420447445584
2003 KF4,0.075,(2003 KF4),23.28,bK03K04F,1.1974e-07,2003-06-08,2452798.5,3,-6.45,-6.72,2120-2120,0,9.7158426590947
2012 AQ,0.0025,(2012 AQ),30.70,bK12A00Q,1.234e-08,2012-01-03,2455929.5,1,-11.06,-11.06,2098-2098,0,2.71
2012 VJ38,0.0069,(2012 VJ38),28.46,bK12V38J,0.0001251651513,2012-11-16,2456247.5,52,-5.18,-5.25,2031-2119,0,4.44982470774994
2014 HD198,0.00393,(2014 HD198),29.68,bK14HJ8D,9.390127e-06,2014-04-26,2456773.5,17,-6.99,-7.40,2033-2112,0,17.6451962034166
2020 GA3,0.033,(2020 GA3),25.05,bK20G03A,4.777847e-06,2020-04-18,2458957.5,27,-5.41,-5.80,2054-2122,0,16.8718602207228
2020 FM1,0.0046,(2020 FM1),29.32,bK20F01M,3.5183824e-06,2020-03-24,2458932.5,9,-7.88,-8.40,2089-2121,0,7.0860205604712
2019 GD4,0.0097,(2019 GD4),27.71,bK19G04D,5.72611256e-05,2019-04-28,2458601.5,73,-5.78,-6.14,2065-2122,0,7.51574144550173
2020 PU1,0.017,(2020 PU1),26.49,bK20P01U,1.604387e-06,2020-08-18,2459079.5,12,-6.54,-6.94,2047-2117,0,7.76721020551775
2020 NY,0.02,(2020 NY),26.16,bK20N00Y,3.109e-08,2020-07-21,2459051.5,2,-8.26,-8.55,2090-2114,0,11.7614184625281
2020 OB,0.062,(2020 OB),23.68,bK20O00B,1.70590199e-05,2020-07-19,2459049.5,9,-4.03,-4.27,2114-2122,0,25.4387177346572
2020 OX5,0.014,(2020 OX5),26.90,bK20O05X,2.502e-07,2020-07-31,2459061.5,1,-7.49,-7.49,2063-2063,0,8.89
2020 PQ2,0.048,(2020 PQ2),24.26,bK20P02Q,8.2811e-07,2020-08-20,2459081.5,3,-5.43,-5.49,2066-2093,0,20.4030812331695
2008 UB7,0.058,(2008 UB7),23.84,bK08U07B,3.38449076e-05,2008-10-31,2454770.5,50,-3.61,-4.23,2044-2101,0,18.5287607051998
2023 BR7,0.00986,(2023 BR7),27.68,bK23B07R,4.0202e-07,2023-01-30,2459974.5,6,-8.02,-8.54,2093-2117,0,8.63703472464056
2013 HT14,0.019,(2013 HT14),26.27,bK13H14T,1.799674e-06,2013-05-07,2456419.5,5,-6.08,-6.25,2043-2109,0,20.5273016779706
2017 GG8,0.021,(2017 GG8),26.08,bK17G08G,2.962878e-05,2017-04-29,2457872.5,5,-4.99,-5.04,2066-2078,0,11.4550497320511
2017 LD,0.011,(2017 LD),27.52,bK17L00D,0.0022182503866,2017-06-30,2457934.5,319,-4.14,-4.70,2053-2122,0,4.49430153424141
2017 FW158,0.0072,(2017 FW158),28.36,bK17FF8W,5.7360358e-06,2017-03-21,2457833.5,24,-6.99,-7.37,2045-2120,0,15.2183089251291
2017 OE7,0.019,(2017 OE7),26.28,bK17O07E,2.5917848e-05,2017-08-04,2457969.5,6,-5.67,-5.70,2106-2119,0,4.28158747439216
2017 RK2,0.0086,(2017 RK2),27.98,bK17R02K,8.62323e-06,2017-09-19,2458015.5,3,-6.71,-6.71,2083-2121,0,7.30281721582284
2019 VB5,0.0016,(2019 VB5),31.68,bK19V05B,6.60646588e-05,2019-11-09,2458796.5,187,-7.58,-8.04,2053-2121,0,5.73212006795379
2002 XV90,0.035,(2002 XV90),24.90,bK02X90V,1.33836e-07,2003-01-01,2452640.5,2,-7.21,-7.22,2102-2113,0,7.62768941092083
2020 QC,0.011,(2020 QC),27.49,bK20Q00C,5.556e-07,2020-08-18,2459079.5,2,-6.74,-6.88,2038-2041,0,18.7414758819294
2006 EH1,0.017,(2006 EH1),26.50,bK06E01H,2.869e-09,2006-03-06,2453800.5,1,-9.46,-9.46,2112-2112,0,13.27
2016 TY55,0.014,(2016 TY55),26.86,bK16T55Y,4.2489239e-05,2016-10-19,2457680.5,31,-5.56,-5.67,2074-2121,0,4.60890867497062
2013 AB65,0.01,(2013 AB65),27.59,bK13A65B,6.4834913e-06,2013-01-15,2456307.5,18,-6.32,-6.50,2094-2122,0,24.4143899654805
2013 BL18,0.022,(2013 BL18),25.97,bK13B18L,2.0887742e-05,2013-02-01,2456324.5,7,-5.16,-5.32,2077-2092,0,14.1885526468107
2013 EC20,0.0054,(2013 EC20),29.00,bK13E20C,4.7237e-07,2013-03-13,2456364.5,8,-8.58,-8.94,2068-2122,0,2.6833969134365
2019 YA3,0.017,(2019 YA3),26.46,bK19Y03A,1.653e-09,2020-01-06,2458854.5,1,-9.55,-9.55,2070-2070,0,8.24
2018 WH1,0.0067,(2018 WH1),28.53,bK18W01H,1.1834404e-05,2018-12-13,2458465.5,27,-7.07,-7.69,2084-2121,0,4.01258277645414
2018 WJ,0.01,(2018 WJ),27.64,bK18W00J,5.258452e-07,2018-11-19,2458441.5,7,-6.99,-7.03,2045-2116,0,19.0052136636409
2019 WV1,0.0078,(2019 WV1),28.20,bK19W01V,5.5091587e-06,2019-12-03,2458820.5,17,-7.14,-7.46,2078-2121,0,8.738700789469
2020 UX4,0.024,(2020 UX4),25.77,bK20U04X,6.145235e-06,2020-11-22,2459175.5,8,-5.87,-5.99,2074-2112,0,7.67446846214994
2020 HQ4,0.014,(2020 HQ4),26.97,bK20H04Q,8.92405099e-05,2020-05-19,2458988.5,280,-5.29,-6.03,2051-2122,0,3.51879321021226
2019 EH1,0.0032,(2019 EH1),30.10,bK19E01H,3.414943e-06,2019-03-01,2458543.5,37,-7.80,-8.39,2045-2118,0,14.4704686783938
2018 DZ3,0.018,(2018 DZ3),26.39,bK18D03Z,4.6033e-06,2018-03-01,2458178.5,3,-6.27,-6.34,2068-2113,0,10.0452977212
2014 OP2,0.0052,(2014 OP2),29.05,bK14O02P,1.85782e-06,2014-07-31,2456869.5,5,-7.68,-7.81,2071-2119,0,11.6321784672358
2011 MX,0.014,(2011 MX),26.91,bK11M00X,0.0001146281627,2011-06-27,2455739.5,32,-4.90,-5.22,2059-2092,0,12.1515686075722
2011 UD21,0.0068,(2011 UD21),28.48,bK11U21D,1.56348e-05,2011-11-24,2455889.5,3,-6.97,-7.29,2105-2116,0,1.30556527745798
2019 PO1,0.0087,(2019 PO1),27.95,bK19P01O,1.9678437e-05,2019-09-25,2458751.5,37,-6.57,-7.15,2084-2122,0,1.96377536742374
2014 MB6,0.019,(2014 MB6),26.22,bK14M06B,8.812e-07,2014-07-03,2456841.5,1,-6.61,-6.61,2075-2075,0,13.07
2019 SO6,0.025,(2019 SO6),25.64,bK19S06O,1.943e-08,2019-10-06,2458762.5,1,-7.53,-7.53,2069-2069,0,27.97
2019 YM,0.022,(2019 YM),25.97,bK19Y00M,9.103e-07,2019-12-21,2458838.5,2,-6.52,-6.61,2041-2117,0,17.7512754037131
2017 FO63,0.07,(2017 FO63),23.43,bK17F63O,2.107313e-06,2017-03-31,2457843.5,3,-4.63,-4.63,2088-2108,0,29.2806127993326
2022 OC3,0.0059,(2022 OC3),28.79,bK22O03C,1.77349e-05,2026-02-09,2461080.5,7,-6.89,-7.04,2081-2123,0,3.53620792899875
2019 TC2,0.00912,(2019 TC2),27.84,bK19T02C,1.89384628e-05,2019-10-24,2458780.5,64,-6.37,-7.12,2103-2121,0,11.1309786214011
2018 LV3,0.017,(2018 LV3),26.55,bK18L03V,1.601e-07,2018-06-14,2458283.5,1,-7.42,-7.42,2061-2061,0,11.19
2017 UK3,0.012,(2017 UK3),27.19,bK17U03K,6.28433e-06,2017-10-23,2458049.5,5,-6.47,-6.67,2109-2121,0,13.3721578036163
2020 DF3,0.0497,(2020 DF3),24.18,bK20D03F,2.808686e-06,2020-03-16,2458924.5,5,-4.73,-4.95,2065-2101,0,26.8006688679333
2022 KE5,0.0088,(2022 KE5),27.93,bK22K05E,9.54976e-06,2022-06-03,2459733.5,8,-6.37,-6.72,2075-2115,0,16.9516074749523
2022 OC5,0.013,(2022 OC5),27.14,bK22O05C,7.1489e-08,2022-08-01,2459792.5,3,-8.52,-8.85,2119-2122,0,9.88104575529102
2014 JU15,0.039,(2014 JU15),24.72,bK14J15U,5.44062323e-05,2014-06-03,2456811.5,126,-4.28,-5.04,2071-2121,0,10.3487386356287
2014 KW76,0.0084,(2014 KW76),28.04,bK14K76W,3.59858e-07,2014-06-01,2456809.5,7,-8.06,-8.18,2096-2122,0,15.0048010048408
2019 AB,0.019,(2019 AB),26.23,bK19A00B,3.74644e-06,2019-01-03,2458486.5,9,-6.28,-6.36,2073-2122,0,9.91341434535185
2008 KN11,0.075,(2008 KN11),23.27,bK08K11N,4.159e-08,2008-06-21,2454638.5,1,-6.11,-6.11,2046-2046,0,13.83
2016 TQ18,0.019,(2016 TQ18),26.29,bK16T18Q,6.7741e-06,2016-11-05,2457697.5,3,-6.09,-6.11,2086-2110,0,9.58940567750698
2011 BG10,0.019,(2011 BG10),26.31,bK11B10G,9.682e-08,2011-01-30,2455591.5,1,-7.33,-7.33,2051-2051,0,12.31
2016 EU84,0.0055,(2016 EU84),28.95,bK16E84U,1.1544e-06,2016-03-14,2457461.5,3,-8.34,-8.44,2115-2118,0,2.38933905058905
2019 FT1,0.014,(2019 FT1),26.99,bK19F01T,2.895e-08,2019-04-09,2458582.5,1,-8.77,-8.77,2113-2113,0,10.86
2020 FG,0.0089,(2020 FG),27.89,bK20F00G,5.88395e-07,2020-03-17,2458925.5,13,-7.74,-8.36,2093-2118,0,14.7788176310132
2022 AP1,0.0072,(2022 AP1),28.37,bK22A01P,5.0935391e-05,2022-01-09,2459588.5,16,-5.95,-6.08,2059-2107,0,10.4773888772151
2019 AH3,0.0086,(2019 AH3),27.97,bK19A03H,1.127018e-05,2019-01-05,2458488.5,3,-6.03,-6.06,2060-2067,0,18.0325631888754
2019 BU1,0.02,(2019 BU1),26.16,bK19B01U,2.2241425e-06,2019-02-09,2458523.5,4,-5.99,-6.03,2056-2063,0,14.349987583979
2018 AU18,0.011,(2018 AU18),27.42,bK18A18U,3.1157892e-06,2018-01-20,2458138.5,34,-6.64,-6.82,2046-2121,0,9.57736988336695
2007 PR25,0.14,(2007 PR25),21.86,bK07P25R,1.346e-08,2007-08-20,2454332.5,1,-6.18,-6.18,2118-2118,0,29.41
2010 TN55,0.013,(2010 TN55),27.03,bK10T55N,1.858893e-06,2010-10-16,2455485.5,23,-6.53,-7.26,2086-2117,0,25.3113705199815
2014 UY57,0.012,(2014 UY57),27.18,bK14U57Y,2.332e-07,2014-10-30,2456960.5,6,-7.88,-8.33,2076-2111,0,8.96519425385935
2008 EF85,0.016,(2008 EF85),26.68,bK08E85F,2.8382e-07,2008-03-15,2454540.5,3,-7.67,-7.89,2110-2119,0,9.52160665210345
2016 TC57,0.013,(2016 TC57),27.06,bK16T57C,1.232e-06,2016-11-05,2457697.5,1,-7.24,-7.24,2112-2112,0,8.74
2020 OM6,0.034,(2020 OM6),24.96,bK20O06M,1.561e-06,2020-09-18,2459110.5,1,-6.20,-6.20,2106-2106,0,5.05
2008 OT7,0.013,(2008 OT7),27.12,bK08O07T,2.308e-08,2008-08-08,2454686.5,1,-8.96,-8.96,2110-2110,0,9.50
2008 KO,0.045,(2008 KO),24.40,bK08K00O,5.3187e-07,2008-05-31,2454617.5,3,-5.39,-5.69,2049-2061,0,23.4876388967229
2008 UA202,0.0044,(2008 UA202),29.44,bK08UK2A,0.0001527888859,2008-11-04,2454774.5,657,-6.23,-7.17,2046-2122,0,2.30062875322007
2014 GQ17,0.013,(2014 GQ17),27.09,bK14G17Q,6.28184986e-05,2014-04-30,2456777.5,153,-5.42,-5.90,2052-2122,0,5.40740653658347
2016 FZ13,0.0073,(2016 FZ13),28.34,bK16F13Z,2.24915e-05,2016-04-12,2457490.5,14,-6.72,-7.22,2108-2122,0,4.2975432496721
2016 WG,0.075,(2016 WG),23.28,bK16W00G,6.2516545e-06,2016-11-25,2457717.5,44,-4.17,-4.92,2076-2118,0,23.5992257521589
2020 BY4,0.02,(2020 BY4),26.14,bK20B04Y,8.634052e-06,2020-01-26,2458874.5,18,-5.35,-5.75,2055-2122,0,20.4285705633925
2014 UZ175,0.0088,(2014 UZ175),27.92,bK14UH5Z,3.356e-08,2014-10-31,2456961.5,1,-9.10,-9.10,2081-2081,0,6.17
2016 BA15,0.015,(2016 BA15),26.78,bK16B15A,1.4482962e-05,2016-01-31,2457418.5,28,-5.43,-5.55,2050-2114,0,15.8809910610827
2023 XP13,0.027,(2023 XP13),25.50,bK23X13P,8.6707e-08,2023-12-22,2460300.5,2,-7.27,-7.27,2091-2095,0,18.0593924365968
2014 DK10,0.0095,(2014 DK10),27.75,bK14D10K,9.436e-08,2014-03-07,2456723.5,3,-8.40,-8.71,2060-2118,0,11.7987219160661
2005 GQ33,0.0626,(2005 GQ33),23.65,bK05G33Q,3.7654e-09,2005-04-07,2453467.5,5,-7.32,-7.40,2046-2110,0,19.2703266585223
2005 NX55,0.14,(2005 NX55),21.89,bK05N55X,1.13746e-08,2005-07-12,2453563.5,21,-5.22,-5.70,2028-2081,0,24.8008830200623
2005 UC3,0.013,(2005 UC3),27.09,bK05U03C,6.59641e-07,2005-11-11,2453685.5,8,-7.47,-7.87,2072-2121,0,7.87382639951125
2008 GF1,0.0075,(2008 GF1),28.28,bK08G01F,7.424e-08,2008-04-06,2454562.5,1,-8.66,-8.66,2080-2080,0,14.61
2007 TC14,0.13,(2007 TC14),22.13,bK07T14C,3.007e-07,2007-10-16,2454389.5,1,-4.83,-4.83,2082-2082,0,25.55
2009 ST171,0.015,(2009 ST171),26.82,bK09SH1T,1.118e-06,2009-09-29,2455103.5,1,-6.81,-6.81,2066-2066,0,9.82
2010 UE,0.0041,(2010 UE),29.59,bK10U00E,2.369e-07,2010-10-17,2455486.5,2,-7.98,-8.07,2032-2044,0,16.1107555930772
2010 VQ98,0.0078,(2010 VQ98),28.20,bK10V98Q,2.889726e-05,2010-12-09,2455539.5,5,-6.61,-6.69,2109-2121,0,0.998552997758265
2014 HJ197,0.00294,(2014 HJ197),30.30,bK14HJ7J,2.36452289e-05,2014-04-25,2456772.5,82,-7.19,-7.70,2045-2122,0,4.4972087814299
2025 CJ3,0.022,(2025 CJ3),25.94,bK25C03J,6.433e-06,2025-02-11,2460717.5,1,-6.03,-6.03,2119-2119,0,8.44
2016 WT,0.0038,(2016 WT),29.77,bK16W00T,3.26508676e-05,2016-11-24,2457716.5,70,-7.03,-7.86,2058-2121,0,10.707226567419
2016 CB248,0.016,(2016 CB248),26.68,bK16CO8B,8.799e-08,2016-03-08,2457455.5,1,-8.16,-8.16,2121-2121,0,11.41
2021 GG1,0.016,(2021 GG1),26.64,bK21G01G,4.96736461e-05,2021-04-07,2459311.5,66,-5.19,-5.79,2073-2122,0,14.7793127909127
2021 BN,0.0075,(2021 BN),28.29,bK21B00N,1.0819784e-06,2021-02-10,2459255.5,17,-7.91,-8.57,2095-2122,0,7.65708428190433
2021 UK20,0.00618,(2021 UK20),28.70,bK21U20K,2.79351151e-05,2021-10-30,2459517.5,78,-6.13,-6.36,2028-2121,0,7.99219302332497
2020 UB,0.0089,(2020 UB),27.89,bK20U00B,1.407e-07,2020-10-19,2459141.5,1,-8.30,-8.30,2080-2080,0,11.21
2021 GL16,0.019,(2021 GL16),26.27,bK21G16L,5.192e-08,2021-04-30,2459334.5,1,-8.32,-8.32,2111-2111,0,5.69
2019 JH7,0.004,(2019 JH7),29.64,bK19J07H,9.045e-07,2019-05-16,2458619.5,2,-8.62,-8.91,2114-2118,0,9.05503593145384
2017 UJ43,0.0095,(2017 UJ43),27.76,bK17U43J,5.09232525e-05,2017-11-03,2458060.5,29,-5.68,-5.82,2050-2116,0,6.90404943515735
2017 UL7,0.045,(2017 UL7),24.39,bK17U07L,3.6328e-07,2017-10-30,2458056.5,2,-5.58,-5.66,2041-2054,0,16.2187833076415
2018 WH,0.0036,(2018 WH),29.86,bK18W00H,0.0002861542952,2018-11-21,2458443.5,360,-6.12,-7.11,2053-2121,0,7.49790587658109
2021 JA1,0.026,(2021 JA1),25.58,bK21J01A,1.86664397e-05,2021-05-05,2459339.5,39,-5.01,-5.27,2084-2121,0,20.9845807514649
2018 CN,0.018,(2018 CN),26.41,bK18C00N,5.678e-08,2018-02-07,2458156.5,2,-7.74,-7.85,2082-2082,0,19.7943078548785
2008 DA4,0.056,(2008 DA4),23.92,bK08D04A,3.6582e-07,2008-03-13,2454538.5,3,-6.10,-6.36,2091-2100,0,11.1587813678858
2018 BH1,0.0332,(2018 BH1),25.03,bK18B01H,9.641e-09,2018-01-24,2458142.5,2,-8.16,-8.22,2095-2116,0,13.2475396743076
2012 DY13,0.0088,(2012 DY13),27.93,bK12D13Y,1.1713e-07,2012-02-27,2455984.5,4,-8.23,-8.30,2074-2116,0,16.966126099206
2009 WJ6,0.01,(2009 WJ6),27.64,bK09W06J,2.432e-07,2009-11-20,2455155.5,1,-7.38,-7.38,2049-2049,0,18.16
2013 VW13,0.019,(2013 VW13),26.22,bK13V13W,0.000439083988,2013-12-03,2456629.5,14,-3.85,-4.03,2063-2095,0,16.3499891189838
2014 EU,0.0097,(2014 EU),27.72,bK14E00U,7.7714e-07,2014-03-29,2456745.5,5,-7.83,-8.13,2083-2121,0,5.60932483207659
2014 AK51,0.016,(2014 AK51),26.61,bK14A51K,1.262e-08,2014-01-13,2456670.5,1,-8.96,-8.96,2110-2110,0,10.27
2016 UR36,0.011,(2016 UR36),27.54,bK16U36R,2.2824e-08,2016-10-30,2457691.5,2,-8.98,-9.04,2107-2118,0,16.7236987381703
2020 SA2,0.0082,(2020 SA2),28.09,bK20S02A,2.908e-08,2020-09-22,2459114.5,1,-9.17,-9.17,2117-2117,0,15.63
2007 EZ25,0.026,(2007 EZ25),25.56,bK07E25Z,4.18604e-07,2007-03-15,2454174.5,7,-6.50,-6.93,2078-2100,0,20.7596206199654
2007 HB15,0.0096,(2007 HB15),27.75,bK07H15B,0.000511244320300001,2007-04-24,2454214.5,97,-4.68,-4.85,2050-2122,0,6.34495724236018
2002 CA26,0.022,(2002 CA26),25.90,bK02C26A,2.415e-09,2002-02-12,2452317.5,1,-9.33,-9.33,2120-2120,0,11.85
2003 UM3,0.00832,(2003 UM3),28.05,bK03U03M,3.90677e-08,2003-10-18,2452930.5,3,-8.60,-8.68,2030-2057,0,13.2010901076849
2005 VN5,0.014,(2005 VN5),26.98,bK05V05N,5.6284787e-05,2005-11-12,2453686.5,89,-5.34,-5.81,2047-2121,0,6.57095459151333
2022 EA7,0.011,(2022 EA7),27.50,bK22E07A,6.533e-08,2022-03-28,2459666.5,1,-8.76,-8.76,2114-2114,0,7.98
2020 TO2,0.017,(2020 TO2),26.51,bK20T02O,8.9252e-06,2020-10-13,2459135.5,4,-6.03,-6.30,2119-2121,0,12.5577031327029
2020 TS1,0.0051,(2020 TS1),29.12,bK20T01S,5.0699e-06,2020-10-13,2459135.5,4,-7.79,-7.89,2117-2121,0,3.55358961715221
2020 WF5,0.00952,(2020 WF5),27.75,bK20W05F,1.6928538e-05,2020-12-09,2459192.5,34,-6.34,-7.06,2082-2120,0,8.61591692678955
2020 YM1,0.004,(2020 YM1),29.64,bK20Y01M,8.006039e-05,2020-12-21,2459204.5,34,-6.75,-7.13,2091-2121,0,3.00867909461845
2019 KL,0.017,(2019 KL),26.45,bK19K00L,1.1503593e-06,2019-05-25,2458628.5,10,-6.31,-6.56,2047-2085,0,14.2072528643877
2018 XQ2,0.00817,(2018 XQ2),28.09,bK18X02Q,0.000637221907,2019-01-07,2458490.5,144,-5.06,-5.48,2065-2122,0,3.80315759589854
2019 AS5,0.0012,(2019 AS5),32.34,bK19A05S,1.785e-07,2019-01-11,2458494.5,2,-10.56,-10.77,2094-2121,0,10.1879887955182
2020 GO1,0.01,(2020 GO1),27.63,bK20G01O,0.0001196741883,2020-04-05,2458944.5,93,-5.51,-6.00,2064-2122,0,6.84678524401572
2020 HE7,0.006,(2020 HE7),28.77,bK20H07E,1.607265e-07,2020-04-29,2458968.5,2,-9.10,-9.10,2115-2122,0,3.12006094203507
2019 SU1,0.00711,(2019 SU1),28.38,bK19S01U,7.8157e-08,2019-09-26,2458752.5,2,-9.20,-9.23,2106-2119,0,5.07942461967578
2019 SU2,0.0033,(2019 SU2),30.05,bK19S02U,2.5288e-07,2019-09-26,2458752.5,4,-9.20,-9.34,2088-2099,0,11.1027044052515
2018 DB,0.01,(2018 DB),27.58,bK18D00B,1.474294e-06,2018-02-19,2458168.5,8,-7.18,-7.29,2068-2119,0,16.1024635588288
2021 NL8,0.0179,(2021 NL8),26.42,bK21N08L,7.888448e-06,2021-07-14,2459409.5,21,-6.00,-6.30,2073-2120,0,9.90101925245625
2021 VM96,0.0013,(2021 VM96),32.04,bK21V96M,1.7511e-06,2021-11-09,2459527.5,2,-9.03,-9.25,2067-2091,0,15.9791662383645
2024 BZ15,0.0181,(2024 BZ15),26.34,bK24B15Z,4.1536894e-06,2024-01-20,2460329.5,29,-5.52,-5.62,2031-2121,0,11.3132566257843
2022 XO1,0.016,(2022 XO1),26.58,bK22X01O,3.4014034e-05,2022-12-24,2459937.5,16,-5.50,-5.56,2093-2122,0,8.94351879638857
2017 FS,0.0054,(2017 FS),28.97,bK17F00S,1.8074e-07,2017-03-18,2457830.5,2,-8.70,-8.72,2119-2119,0,19.7053978090074
2019 WF24,0.00939,(2019 WF24),27.79,bK19W24F,1.3876476e-06,2019-11-26,2458813.5,19,-7.02,-7.26,2061-2117,0,17.2643647681155
2012 YR1,0.017,(2012 YR1),26.52,bK12Y01R,6.169e-08,2013-01-12,2456304.5,2,-8.16,-8.28,2078-2116,0,7.77551304911655
2010 JH80,0.042,(2010 JH80),24.52,bK10J80H,8.843e-09,2010-05-19,2455335.5,1,-7.48,-7.48,2082-2082,0,26.90
2012 TU231,0.02,(2012 TU231),26.20,bK12TN1U,7.5612e-07,2012-11-07,2456238.5,4,-7.01,-7.23,2111-2117,0,9.96951330476644
